                                                                                                             
{'loss': 2.0951, 'grad_norm': 2.7279646396636963, 'learning_rate': 1.9999995401862752e-05, 'epoch': 0.0}
{'loss': 0.0425, 'grad_norm': 0.4840293228626251, 'learning_rate': 4.422389719501398e-06, 'epoch': 2.06}
{'loss': 0.0499, 'grad_norm': 0.45153939723968506, 'learning_rate': 4.3826565694602115e-06, 'epoch': 2.07}
{'loss': 0.0403, 'grad_norm': 0.614161491394043, 'learning_rate': 4.343052565761826e-06, 'epoch': 2.07}
{'loss': 0.0337, 'grad_norm': 0.4122489392757416, 'learning_rate': 4.303578618927781e-06, 'epoch': 2.08}
{'loss': 0.0442, 'grad_norm': 0.4423009157180786, 'learning_rate': 4.264235636489542e-06, 'epoch': 2.08}
{'loss': 0.0475, 'grad_norm': 0.6651935577392578, 'learning_rate': 4.225024522967602e-06, 'epoch': 2.09}
{'loss': 0.036, 'grad_norm': 0.47048482298851013, 'learning_rate': 4.185946179850718e-06, 'epoch': 2.09}
{'loss': 0.0489, 'grad_norm': 0.5060996413230896, 'learning_rate': 4.1470015055751575e-06, 'epoch': 2.1}
{'loss': 0.051, 'grad_norm': 0.9646605849266052, 'learning_rate': 4.108191395504064e-06, 'epoch': 2.1}
{'loss': 0.0345, 'grad_norm': 0.5295336246490479, 'learning_rate': 4.0695167419068625e-06, 'epoch': 2.1}
{'loss': 0.0376, 'grad_norm': 0.477166086435318, 'learning_rate': 4.030978433938738e-06, 'epoch': 2.11}
{'loss': 0.0353, 'grad_norm': 0.4963587522506714, 'learning_rate': 3.99257735762021e-06, 'epoch': 2.11}
{'loss': 0.0568, 'grad_norm': 0.4388177692890167, 'learning_rate': 3.954314395816758e-06, 'epoch': 2.12}
{'loss': 0.0381, 'grad_norm': 0.4780603051185608, 'learning_rate': 3.916190428218503e-06, 'epoch': 2.12}
{'loss': 0.0406, 'grad_norm': 0.5968421697616577, 'learning_rate': 3.878206331320015e-06, 'epoch': 2.13}
{'loss': 0.0328, 'grad_norm': 0.3516719341278076, 'learning_rate': 3.840362978400146e-06, 'epoch': 2.13}
{'loss': 0.0493, 'grad_norm': 0.6794973611831665, 'learning_rate': 3.8026612395019425e-06, 'epoch': 2.14}
{'loss': 0.0652, 'grad_norm': 1.0326950550079346, 'learning_rate': 3.7651019814126656e-06, 'epoch': 2.14}
{'loss': 0.0664, 'grad_norm': 0.5356469750404358, 'learning_rate': 3.7276860676438398e-06, 'epoch': 2.15}
{'loss': 0.0547, 'grad_norm': 0.3962341845035553, 'learning_rate': 3.6904143584114226e-06, 'epoch': 2.15}
{'loss': 0.038, 'grad_norm': 0.44852396845817566, 'learning_rate': 3.6532877106160046e-06, 'epoch': 2.15}
{'loss': 0.0555, 'grad_norm': 0.9871185421943665, 'learning_rate': 3.616306977823134e-06, 'epoch': 2.16}
{'loss': 0.0445, 'grad_norm': 0.6162689924240112, 'learning_rate': 3.5794730102436625e-06, 'epoch': 2.16}
{'loss': 0.0399, 'grad_norm': 0.4574425220489502, 'learning_rate': 3.542786654714234e-06, 'epoch': 2.17}
{'loss': 0.0445, 'grad_norm': 0.4537307322025299, 'learning_rate': 3.506248754677778e-06, 'epoch': 2.17}
{'loss': 0.0379, 'grad_norm': 0.48152369260787964, 'learning_rate': 3.4698601501641517e-06, 'epoch': 2.18}
{'loss': 0.0374, 'grad_norm': 0.5977081060409546, 'learning_rate': 3.4336216777707998e-06, 'epoch': 2.18}
{'loss': 0.0538, 'grad_norm': 0.496124267578125, 'learning_rate': 3.397534170643545e-06, 'epoch': 2.19}
{'loss': 0.0399, 'grad_norm': 0.4634615182876587, 'learning_rate': 3.361598458457408e-06, 'epoch': 2.19}
{'loss': 0.0421, 'grad_norm': 0.5807933211326599, 'learning_rate': 3.325815367397557e-06, 'epoch': 2.2}
{'loss': 0.0622, 'grad_norm': 0.41654425859451294, 'learning_rate': 3.290185720140301e-06, 'epoch': 2.2}
{'loss': 0.0426, 'grad_norm': 0.7317901849746704, 'learning_rate': 3.254710335834168e-06, 'epoch': 2.21}
{'loss': 0.0385, 'grad_norm': 0.7791030406951904, 'learning_rate': 3.2193900300810908e-06, 'epoch': 2.21}
{'loss': 0.0382, 'grad_norm': 0.5836784839630127, 'learning_rate': 3.1842256149176474e-06, 'epoch': 2.21}
{'loss': 0.0669, 'grad_norm': 0.3701629042625427, 'learning_rate': 3.1492178987963797e-06, 'epoch': 2.22}
{'loss': 0.0548, 'grad_norm': 0.7464586496353149, 'learning_rate': 3.114367686567228e-06, 'epoch': 2.22}
{'loss': 0.039, 'grad_norm': 0.5544754862785339, 'learning_rate': 3.079675779459017e-06, 'epoch': 2.23}
{'loss': 0.0453, 'grad_norm': 0.5570923686027527, 'learning_rate': 3.045142975061025e-06, 'epoch': 2.23}
{'loss': 0.0445, 'grad_norm': 0.4133913218975067, 'learning_rate': 3.010770067304668e-06, 'epoch': 2.24}
{'loss': 0.0353, 'grad_norm': 0.3618471622467041, 'learning_rate': 2.976557846445225e-06, 'epoch': 2.24}
{'loss': 0.0563, 'grad_norm': 0.533094584941864, 'learning_rate': 2.942507099043691e-06, 'epoch': 2.25}
{'loss': 0.0398, 'grad_norm': 0.560413122177124, 'learning_rate': 2.908618607948669e-06, 'epoch': 2.25}
{'loss': 0.0476, 'grad_norm': 0.6422452926635742, 'learning_rate': 2.8748931522783985e-06, 'epoch': 2.26}
{'loss': 0.0357, 'grad_norm': 0.42162299156188965, 'learning_rate': 2.8413315074028157e-06, 'epoch': 2.26}
{'loss': 0.0411, 'grad_norm': 0.4391612410545349, 'learning_rate': 2.8079344449257573e-06, 'epoch': 2.26}
{'loss': 0.0496, 'grad_norm': 0.8621413707733154, 'learning_rate': 2.7747027326671884e-06, 'epoch': 2.27}
{'loss': 0.0747, 'grad_norm': 0.8551887273788452, 'learning_rate': 2.7416371346455792e-06, 'epoch': 2.27}
{'loss': 0.0335, 'grad_norm': 0.4069274365901947, 'learning_rate': 2.7087384110603156e-06, 'epoch': 2.28}
{'loss': 0.0601, 'grad_norm': 0.47921881079673767, 'learning_rate': 2.6760073182742442e-06, 'epoch': 2.28}
{'loss': 0.0361, 'grad_norm': 0.41632992029190063, 'learning_rate': 2.6434446087962597e-06, 'epoch': 2.29}
{'loss': 0.0545, 'grad_norm': 0.43483132123947144, 'learning_rate': 2.6110510312640238e-06, 'epoch': 2.29}
{'loss': 0.0402, 'grad_norm': 0.5601433515548706, 'learning_rate': 2.5788273304267462e-06, 'epoch': 2.3}
{'loss': 0.0419, 'grad_norm': 0.43098971247673035, 'learning_rate': 2.546774247128061e-06, 'epoch': 2.3}
{'loss': 0.0308, 'grad_norm': 0.331976979970932, 'learning_rate': 2.514892518288988e-06, 'epoch': 2.31}
{'loss': 0.0642, 'grad_norm': 0.8362444043159485, 'learning_rate': 2.4831828768910117e-06, 'epoch': 2.31}
{'loss': 0.041, 'grad_norm': 0.6675949096679688, 'learning_rate': 2.4516460519592e-06, 'epoch': 2.31}
{'loss': 0.0586, 'grad_norm': 0.5180748701095581, 'learning_rate': 2.420282768545469e-06, 'epoch': 2.32}
{'loss': 0.0495, 'grad_norm': 0.4385146200656891, 'learning_rate': 2.3890937477119045e-06, 'epoch': 2.32}
{'loss': 0.0401, 'grad_norm': 0.5595077872276306, 'learning_rate': 2.3580797065141746e-06, 'epoch': 2.33}
{'loss': 0.0456, 'grad_norm': 0.5008930563926697, 'learning_rate': 2.327241357985063e-06, 'epoch': 2.33}
{'loss': 0.0472, 'grad_norm': 0.5189753770828247, 'learning_rate': 2.296579411118055e-06, 'epoch': 2.34}
{'loss': 0.0436, 'grad_norm': 0.46598735451698303, 'learning_rate': 2.2660945708510616e-06, 'epoch': 2.34}
{'loss': 0.0463, 'grad_norm': 0.5992416143417358, 'learning_rate': 2.2357875380501835e-06, 'epoch': 2.35}
{'loss': 0.0471, 'grad_norm': 0.543615460395813, 'learning_rate': 2.205659009493628e-06, 'epoch': 2.35}
{'loss': 0.0459, 'grad_norm': 0.4069674611091614, 'learning_rate': 2.175709677855663e-06, 'epoch': 2.36}
{'loss': 0.0509, 'grad_norm': 0.4908910095691681, 'learning_rate': 2.145940231690713e-06, 'epoch': 2.36}
{'loss': 0.0427, 'grad_norm': 0.40085017681121826, 'learning_rate': 2.116351355417512e-06, 'epoch': 2.37}
{'loss': 0.0518, 'grad_norm': 0.6102685928344727, 'learning_rate': 2.0869437293033835e-06, 'epoch': 2.37}
{'loss': 0.0443, 'grad_norm': 0.5093432068824768, 'learning_rate': 2.0577180294485834e-06, 'epoch': 2.37}
{'loss': 0.0522, 'grad_norm': 0.8073258996009827, 'learning_rate': 2.0286749277707783e-06, 'epoch': 2.38}
{'loss': 0.037, 'grad_norm': 0.4269973039627075, 'learning_rate': 1.999815091989572e-06, 'epoch': 2.38}
{'loss': 0.046, 'grad_norm': 0.39011648297309875, 'learning_rate': 1.971139185611176e-06, 'epoch': 2.39}
{'loss': 0.0462, 'grad_norm': 0.8618218898773193, 'learning_rate': 1.9426478679131442e-06, 'epoch': 2.39}
{'loss': 0.0397, 'grad_norm': 0.6639841794967651, 'learning_rate': 1.914341793929221e-06, 'epoch': 2.4}
{'loss': 0.0568, 'grad_norm': 0.8086548447608948, 'learning_rate': 1.8862216144342692e-06, 'epoch': 2.4}
{'loss': 0.0366, 'grad_norm': 0.4791388213634491, 'learning_rate': 1.8582879759293294e-06, 'epoch': 2.41}
{'loss': 0.0494, 'grad_norm': 0.7383500933647156, 'learning_rate': 1.830541520626734e-06, 'epoch': 2.41}
{'loss': 0.0424, 'grad_norm': 0.3865933418273926, 'learning_rate': 1.8029828864353583e-06, 'epoch': 2.42}
{'loss': 0.0444, 'grad_norm': 0.6415080428123474, 'learning_rate': 1.7756127069459538e-06, 'epoch': 2.42}
{'loss': 0.0354, 'grad_norm': 0.5439785122871399, 'learning_rate': 1.7484316114165666e-06, 'epoch': 2.42}
{'loss': 0.04, 'grad_norm': 0.4316117465496063, 'learning_rate': 1.721440224758092e-06, 'epoch': 2.43}
{'loss': 0.0377, 'grad_norm': 0.4337780773639679, 'learning_rate': 1.6946391675198838e-06, 'epoch': 2.43}
{'loss': 0.0443, 'grad_norm': 0.5616755485534668, 'learning_rate': 1.6680290558755119e-06, 'epoch': 2.44}
{'loss': 0.0346, 'grad_norm': 0.4681006669998169, 'learning_rate': 1.641610501608575e-06, 'epoch': 2.44}
{'loss': 0.0451, 'grad_norm': 0.6614503264427185, 'learning_rate': 1.6153841120986524e-06, 'epoch': 2.45}
{'loss': 0.0491, 'grad_norm': 0.6010000705718994, 'learning_rate': 1.5893504903073232e-06, 'epoch': 2.45}
{'loss': 0.0389, 'grad_norm': 0.8152241706848145, 'learning_rate': 1.5635102347643217e-06, 'epoch': 2.46}
{'loss': 0.0382, 'grad_norm': 0.4627048373222351, 'learning_rate': 1.5378639395537566e-06, 'epoch': 2.46}
{'loss': 0.0368, 'grad_norm': 0.6187406182289124, 'learning_rate': 1.5124121943004766e-06, 'epoch': 2.47}
{'loss': 0.0434, 'grad_norm': 0.531987726688385, 'learning_rate': 1.4871555841564889e-06, 'epoch': 2.47}
{'loss': 0.0363, 'grad_norm': 0.37336018681526184, 'learning_rate': 1.462094689787531e-06, 'epoch': 2.48}
{'loss': 0.038, 'grad_norm': 0.45620089769363403, 'learning_rate': 1.4372300873596957e-06, 'epoch': 2.48}
{'loss': 0.0331, 'grad_norm': 0.39401429891586304, 'learning_rate': 1.4125623485262097e-06, 'epoch': 2.48}
{'loss': 0.0398, 'grad_norm': 0.5637651085853577, 'learning_rate': 1.3880920404142705e-06, 'epoch': 2.49}
{'loss': 0.046, 'grad_norm': 0.5947856307029724, 'learning_rate': 1.3638197256120246e-06, 'epoch': 2.49}
{'loss': 0.0452, 'grad_norm': 0.5714957118034363, 'learning_rate': 1.339745962155613e-06, 'epoch': 2.5}
{'loss': 0.0417, 'grad_norm': 0.40036100149154663, 'learning_rate': 1.315871303516366e-06, 'epoch': 2.5}
{'loss': 0.0398, 'grad_norm': 0.4551459550857544, 'learning_rate': 1.2921962985880554e-06, 'epoch': 2.51}
{'loss': 0.043, 'grad_norm': 0.4660608768463135, 'learning_rate': 1.2687214916742918e-06, 'epoch': 2.51}
{'loss': 0.0357, 'grad_norm': 0.31002676486968994, 'learning_rate': 1.2454474224760038e-06, 'epoch': 2.52}
{'loss': 0.0414, 'grad_norm': 0.3825165629386902, 'learning_rate': 1.2223746260790282e-06, 'epoch': 2.52}
{'loss': 0.0568, 'grad_norm': 0.42216572165489197, 'learning_rate': 1.1995036329418153e-06, 'epoch': 2.53}
{'loss': 0.0315, 'grad_norm': 0.3606976568698883, 'learning_rate': 1.1768349688832204e-06, 'epoch': 2.53}
{'loss': 0.0394, 'grad_norm': 0.8437023162841797, 'learning_rate': 1.1543691550704318e-06, 'epoch': 2.53}
{'loss': 0.037, 'grad_norm': 0.47397172451019287, 'learning_rate': 1.1321067080069725e-06, 'epoch': 2.54}
{'loss': 0.0331, 'grad_norm': 0.3424924910068512, 'learning_rate': 1.1100481395208418e-06, 'epoch': 2.54}
{'loss': 0.0299, 'grad_norm': 0.3354809284210205, 'learning_rate': 1.0881939567527278e-06, 'epoch': 2.55}
{'loss': 0.0357, 'grad_norm': 0.4664219319820404, 'learning_rate': 1.066544662144371e-06, 'epoch': 2.55}
{'loss': 0.0452, 'grad_norm': 0.5769107341766357, 'learning_rate': 1.0451007534269908e-06, 'epoch': 2.56}
{'loss': 0.0337, 'grad_norm': 0.5047242641448975, 'learning_rate': 1.0238627236098619e-06, 'epoch': 2.56}
{'loss': 0.0317, 'grad_norm': 0.2946501076221466, 'learning_rate': 1.0028310609689618e-06, 'epoch': 2.57}
{'loss': 0.0407, 'grad_norm': 0.7593196034431458, 'learning_rate': 9.82006249035763e-07, 'epoch': 2.57}
{'loss': 0.0412, 'grad_norm': 0.5094838738441467, 'learning_rate': 9.613887665860976e-07, 'epoch': 2.58}
{'loss': 0.0506, 'grad_norm': 0.5534852743148804, 'learning_rate': 9.409790876291658e-07, 'epoch': 2.58}
{'loss': 0.0449, 'grad_norm': 0.43818026781082153, 'learning_rate': 9.207776813966307e-07, 'epoch': 2.58}
{'loss': 0.0361, 'grad_norm': 0.49962663650512695, 'learning_rate': 9.007850123318307e-07, 'epoch': 2.59}
{'loss': 0.0388, 'grad_norm': 0.44737541675567627, 'learning_rate': 8.810015400790994e-07, 'epoch': 2.59}
{'loss': 0.0449, 'grad_norm': 0.616712212562561, 'learning_rate': 8.614277194732068e-07, 'epoch': 2.6}
{'loss': 0.0434, 'grad_norm': 0.4924214780330658, 'learning_rate': 8.420640005288894e-07, 'epoch': 2.6}
{'loss': 0.036, 'grad_norm': 0.5457000136375427, 'learning_rate': 8.229108284305176e-07, 'epoch': 2.61}
{'loss': 0.0419, 'grad_norm': 0.4366530478000641, 'learning_rate': 8.039686435218542e-07, 'epoch': 2.61}
{'loss': 0.0478, 'grad_norm': 0.5092992186546326, 'learning_rate': 7.852378812959227e-07, 'epoch': 2.62}
{'loss': 0.0344, 'grad_norm': 0.47253331542015076, 'learning_rate': 7.667189723850144e-07, 'epoch': 2.62}
{'loss': 0.0357, 'grad_norm': 0.4719323515892029, 'learning_rate': 7.48412342550765e-07, 'epoch': 2.63}
{'loss': 0.0635, 'grad_norm': 0.648366391658783, 'learning_rate': 7.303184126743868e-07, 'epoch': 2.63}
{'loss': 0.0377, 'grad_norm': 0.3365960121154785, 'learning_rate': 7.124375987469767e-07, 'epoch': 2.64}
{'loss': 0.0431, 'grad_norm': 0.459078311920166, 'learning_rate': 6.947703118599647e-07, 'epoch': 2.64}
{'loss': 0.0425, 'grad_norm': 0.4176766574382782, 'learning_rate': 6.773169581956495e-07, 'epoch': 2.64}
{'loss': 0.0482, 'grad_norm': 0.6731060147285461, 'learning_rate': 6.600779390178747e-07, 'epoch': 2.65}
{'loss': 0.0355, 'grad_norm': 0.49371370673179626, 'learning_rate': 6.430536506627893e-07, 'epoch': 2.65}
{'loss': 0.0398, 'grad_norm': 0.42083966732025146, 'learning_rate': 6.262444845297488e-07, 'epoch': 2.66}
{'loss': 0.046, 'grad_norm': 0.39400148391723633, 'learning_rate': 6.096508270723023e-07, 'epoch': 2.66}
{'loss': 0.0387, 'grad_norm': 0.822544515132904, 'learning_rate': 5.932730597893254e-07, 'epoch': 2.67}
{'loss': 0.0395, 'grad_norm': 0.39418283104896545, 'learning_rate': 5.77111559216229e-07, 'epoch': 2.67}
{'loss': 0.0325, 'grad_norm': 0.42728501558303833, 'learning_rate': 5.611666969163243e-07, 'epoch': 2.68}
{'loss': 0.0433, 'grad_norm': 0.469333291053772, 'learning_rate': 5.454388394722598e-07, 'epoch': 2.68}
{'loss': 0.0389, 'grad_norm': 0.33835625648498535, 'learning_rate': 5.299283484776096e-07, 'epoch': 2.69}
{'loss': 0.0418, 'grad_norm': 0.5303699970245361, 'learning_rate': 5.146355805285452e-07, 'epoch': 2.69}
{'loss': 0.0408, 'grad_norm': 0.4416715204715729, 'learning_rate': 4.995608872156533e-07, 'epoch': 2.69}
{'loss': 0.0423, 'grad_norm': 0.444511741399765, 'learning_rate': 4.847046151158375e-07, 'epoch': 2.7}
{'loss': 0.0411, 'grad_norm': 0.488788902759552, 'learning_rate': 4.70067105784362e-07, 'epoch': 2.7}
{'loss': 0.0395, 'grad_norm': 0.5892292857170105, 'learning_rate': 4.55648695746993e-07, 'epoch': 2.71}
{'loss': 0.0477, 'grad_norm': 0.45476794242858887, 'learning_rate': 4.4144971649226045e-07, 'epoch': 2.71}
{'loss': 0.0484, 'grad_norm': 0.5934165716171265, 'learning_rate': 4.27470494463843e-07, 'epoch': 2.72}
{'loss': 0.0491, 'grad_norm': 0.6468697190284729, 'learning_rate': 4.137113510530544e-07, 'epoch': 2.72}
{'loss': 0.037, 'grad_norm': 0.528945803642273, 'learning_rate': 4.001726025914643e-07, 'epoch': 2.73}
{'loss': 0.0414, 'grad_norm': 0.345621258020401, 'learning_rate': 3.868545603436158e-07, 'epoch': 2.73}
{'loss': 0.0334, 'grad_norm': 0.4219508171081543, 'learning_rate': 3.7375753049987974e-07, 'epoch': 2.74}
{'loss': 0.0373, 'grad_norm': 0.4225216209888458, 'learning_rate': 3.6088181416940373e-07, 'epoch': 2.74}
{'loss': 0.0412, 'grad_norm': 0.7548542022705078, 'learning_rate': 3.482277073731988e-07, 'epoch': 2.75}
{'loss': 0.0339, 'grad_norm': 0.43591243028640747, 'learning_rate': 3.3579550103732595e-07, 'epoch': 2.75}
{'loss': 0.056, 'grad_norm': 0.5445331335067749, 'learning_rate': 3.235854809862193e-07, 'epoch': 2.75}
{'loss': 0.0441, 'grad_norm': 0.3992559313774109, 'learning_rate': 3.115979279360992e-07, 'epoch': 2.76}
{'loss': 0.0402, 'grad_norm': 0.3942119777202606, 'learning_rate': 2.9983311748853164e-07, 'epoch': 2.76}
{'loss': 0.0488, 'grad_norm': 0.6280919313430786, 'learning_rate': 2.8829132012408225e-07, 'epoch': 2.77}
{'loss': 0.0468, 'grad_norm': 0.45517322421073914, 'learning_rate': 2.7697280119610816e-07, 'epoch': 2.77}
{'loss': 0.0388, 'grad_norm': 0.8946549296379089, 'learning_rate': 2.6587782092464486e-07, 'epoch': 2.78}
{'loss': 0.0563, 'grad_norm': 0.7286865711212158, 'learning_rate': 2.5500663439043785e-07, 'epoch': 2.78}
{'loss': 0.0479, 'grad_norm': 0.49256110191345215, 'learning_rate': 2.4435949152906144e-07, 'epoch': 2.79}
{'loss': 0.0363, 'grad_norm': 0.47659385204315186, 'learning_rate': 2.3393663712518942e-07, 'epoch': 2.79}
{'loss': 0.0544, 'grad_norm': 0.4681028127670288, 'learning_rate': 2.2373831080695463e-07, 'epoch': 2.8}
{'loss': 0.0466, 'grad_norm': 0.38195350766181946, 'learning_rate': 2.1376474704044693e-07, 'epoch': 2.8}
{'loss': 0.0443, 'grad_norm': 0.6221548318862915, 'learning_rate': 2.0401617512432193e-07, 'epoch': 2.8}
{'loss': 0.0449, 'grad_norm': 0.7858776450157166, 'learning_rate': 1.944928191845219e-07, 'epoch': 2.81}
{'loss': 0.0373, 'grad_norm': 0.38904401659965515, 'learning_rate': 1.851948981691354e-07, 'epoch': 2.81}
{'loss': 0.0391, 'grad_norm': 0.6984297633171082, 'learning_rate': 1.761226258433524e-07, 'epoch': 2.82}
{'loss': 0.0402, 'grad_norm': 0.5366628170013428, 'learning_rate': 1.6727621078455714e-07, 'epoch': 2.82}
{'loss': 0.0429, 'grad_norm': 0.5249485373497009, 'learning_rate': 1.5865585637752644e-07, 'epoch': 2.83}
{'loss': 0.0367, 'grad_norm': 0.5823227763175964, 'learning_rate': 1.5026176080976228e-07, 'epoch': 2.83}
{'loss': 0.0371, 'grad_norm': 0.4335450530052185, 'learning_rate': 1.4209411706692545e-07, 'epoch': 2.84}
{'loss': 0.0396, 'grad_norm': 0.5168796181678772, 'learning_rate': 1.341531129284046e-07, 'epoch': 2.84}
{'loss': 0.0345, 'grad_norm': 0.3986496329307556, 'learning_rate': 1.2643893096299985e-07, 'epoch': 2.85}
{'loss': 0.0406, 'grad_norm': 0.7838459610939026, 'learning_rate': 1.1895174852472158e-07, 'epoch': 2.85}
{'loss': 0.033, 'grad_norm': 0.38039106130599976, 'learning_rate': 1.1169173774871478e-07, 'epoch': 2.85}
{'loss': 0.0442, 'grad_norm': 0.5388434529304504, 'learning_rate': 1.0465906554730343e-07, 'epoch': 2.86}
{'loss': 0.0499, 'grad_norm': 0.3369407057762146, 'learning_rate': 9.785389360615016e-08, 'epoch': 2.86}
{'loss': 0.0511, 'grad_norm': 1.022403597831726, 'learning_rate': 9.127637838053926e-08, 'epoch': 2.87}
{'loss': 0.0427, 'grad_norm': 0.41259610652923584, 'learning_rate': 8.492667109178288e-08, 'epoch': 2.87}
{'loss': 0.0567, 'grad_norm': 0.3198273777961731, 'learning_rate': 7.880491772373932e-08, 'epoch': 2.88}
{'loss': 0.0411, 'grad_norm': 0.47845447063446045, 'learning_rate': 7.291125901946027e-08, 'epoch': 2.88}
{'loss': 0.0542, 'grad_norm': 0.37812525033950806, 'learning_rate': 6.724583047795552e-08, 'epoch': 2.89}
{'loss': 0.0376, 'grad_norm': 0.38050100207328796, 'learning_rate': 6.180876235107547e-08, 'epoch': 2.89}
{'loss': 0.0494, 'grad_norm': 0.5388190150260925, 'learning_rate': 5.6600179640516896e-08, 'epoch': 2.9}
{'loss': 0.0465, 'grad_norm': 0.7513355612754822, 'learning_rate': 5.162020209495189e-08, 'epoch': 2.9}
{'loss': 0.0523, 'grad_norm': 0.3881257176399231, 'learning_rate': 4.686894420726895e-08, 'epoch': 2.91}
{'loss': 0.0324, 'grad_norm': 0.4165495038032532, 'learning_rate': 4.234651521194844e-08, 'epoch': 2.91}
{'loss': 0.0376, 'grad_norm': 0.4995623826980591, 'learning_rate': 3.805301908254455e-08, 'epoch': 2.91}
{'loss': 0.0365, 'grad_norm': 0.48775020241737366, 'learning_rate': 3.398855452929839e-08, 'epoch': 2.92}
{'loss': 0.0456, 'grad_norm': 0.48671427369117737, 'learning_rate': 3.0153214996866406e-08, 'epoch': 2.92}
{'loss': 0.0323, 'grad_norm': 0.4177537262439728, 'learning_rate': 2.654708866217548e-08, 'epoch': 2.93}
{'loss': 0.0398, 'grad_norm': 0.41936826705932617, 'learning_rate': 2.317025843239118e-08, 'epoch': 2.93}
{'loss': 0.0398, 'grad_norm': 0.6478708386421204, 'learning_rate': 2.002280194301487e-08, 'epoch': 2.94}
{'loss': 0.0461, 'grad_norm': 0.7958844900131226, 'learning_rate': 1.7104791556099566e-08, 'epoch': 2.94}
{'loss': 0.0366, 'grad_norm': 1.6446113586425781, 'learning_rate': 1.4416294358582383e-08, 'epoch': 2.95}
{'loss': 0.0294, 'grad_norm': 0.3315103352069855, 'learning_rate': 1.1957372160743552e-08, 'epoch': 2.95}
{'loss': 0.0518, 'grad_norm': 0.5143906474113464, 'learning_rate': 9.728081494790875e-09, 'epoch': 2.96}
{'loss': 0.0337, 'grad_norm': 0.6339614391326904, 'learning_rate': 7.72847361355078e-09, 'epoch': 2.96}
{'loss': 0.0351, 'grad_norm': 0.3946225941181183, 'learning_rate': 5.958594489295921e-09, 'epoch': 2.96}
{'loss': 0.0368, 'grad_norm': 0.4323830008506775, 'learning_rate': 4.41848481268603e-09, 'epoch': 2.97}
{'loss': 0.031, 'grad_norm': 0.4544524550437927, 'learning_rate': 3.1081799918375454e-09, 'epoch': 2.97}
{'loss': 0.044, 'grad_norm': 0.548369288444519, 'learning_rate': 2.0277101514987184e-09, 'epoch': 2.98}
{'loss': 0.0417, 'grad_norm': 0.8132285475730896, 'learning_rate': 1.1771001323690467e-09, 'epoch': 2.98}
{'loss': 0.0345, 'grad_norm': 0.5376334190368652, 'learning_rate': 5.56369490519737e-10, 'epoch': 2.99}
{'loss': 0.04, 'grad_norm': 0.4861636757850647, 'learning_rate': 1.6553249694850616e-10, 'epoch': 2.99}
{'loss': 0.0414, 'grad_norm': 0.606594979763031, 'learning_rate': 4.598137248734702e-12, 'epoch': 3.0}
{'eval_loss': 0.102959044277668, 'eval_runtime': 251.1378, 'eval_samples_per_second': 59.553, 'eval_steps_per_second': 9.927, 'epoch': 3.0}
{'train_runtime': 9200.6828, 'train_samples_per_second': 4.273, 'train_steps_per_second': 0.356, 'train_loss': 0.3653518446904217, 'epoch': 3.0}
***** train metrics *****
  epoch                    =      2.9977
  total_flos               = 437675175GF
  train_loss               =      0.3654
  train_runtime            =  2:33:20.68
  train_samples            =        2021
  train_samples_per_second =       4.273
  train_steps_per_second   =       0.356
***** eval metrics *****
  epoch                   =     2.9977
  eval_loss               =      0.103
  eval_runtime            = 0:04:11.22
  eval_samples            =       2245
  eval_samples_per_second =     59.532
  eval_steps_per_second   =      9.923
  perplexity              =     1.1084
